nPumps, size, earnings, popped, doneKey.keys, doneKey.rt, trials.thisRepN, trials.thisTrialN, trials.thisN, trials.thisIndex, trials.ran, trials.order, imageFile, maxPumps, participant, gender (m/f), age, session, date, expName, psychopyVersion, frameRate
5, 0.175, 0.25, false, undefined, undefined, 1, 0, 20, 5, 1, 19, blueBalloon.png, 32, , , , 004, 2018-11-05_17h57.32.942, bart, 3.0.0b11, 60
35, 0.625, 1.75, false, undefined, undefined, 1, 0, 20, 9, 1, 19, blueBalloon.png, 56, , , , 004, 2018-11-05_17h57.32.942, bart, 3.0.0b11, 60
15, 0.31, 0, true, undefined, undefined, 1, 0, 20, 2, 1, 19, blueBalloon.png, 14, , , , 004, 2018-11-05_17h57.32.942, bart, 3.0.0b11, 60
3, 0.13, 0, true, undefined, undefined, 1, 0, 20, 0, 1, 19, blueBalloon.png, 2, , , , 004, 2018-11-05_17h57.32.942, bart, 3.0.0b11, 60
66, 1.09, 3.3000000000000003, false, undefined, undefined, 1, 0, 20, 15, 1, 19, blueBalloon.png, 92, , , , 004, 2018-11-05_17h57.32.942, bart, 3.0.0b11, 60
63, 1.03, 0, true, undefined, undefined, 1, 0, 20, 10, 1, 19, blueBalloon.png, 62, , , , 004, 2018-11-05_17h57.32.942, bart, 3.0.0b11, 60
45, 0.7599999999999999, 0, true, undefined, undefined, 1, 0, 20, 7, 1, 19, blueBalloon.png, 44, , , , 004, 2018-11-05_17h57.32.942, bart, 3.0.0b11, 60
68, 1.12, 3.4000000000000004, false, undefined, undefined, 1, 0, 20, 13, 1, 19, blueBalloon.png, 80, , , , 004, 2018-11-05_17h57.32.942, bart, 3.0.0b11, 60
67, 1.105, 3.35, false, undefined, undefined, 1, 0, 20, 11, 1, 19, blueBalloon.png, 68, , , , 004, 2018-11-05_17h57.32.942, bart, 3.0.0b11, 60
80, 1.3, 4, false, undefined, undefined, 1, 0, 20, 17, 1, 19, blueBalloon.png, 104, , , , 004, 2018-11-05_17h57.32.942, bart, 3.0.0b11, 60
9, 0.22, 0, true, undefined, undefined, 1, 0, 20, 1, 1, 19, blueBalloon.png, 8, , , , 004, 2018-11-05_17h57.32.942, bart, 3.0.0b11, 60
39, 0.6699999999999999, 0, true, undefined, undefined, 1, 0, 20, 6, 1, 19, blueBalloon.png, 38, , , , 004, 2018-11-05_17h57.32.942, bart, 3.0.0b11, 60
27, 0.49, 0, true, undefined, undefined, 1, 0, 20, 4, 1, 19, blueBalloon.png, 26, , , , 004, 2018-11-05_17h57.32.942, bart, 3.0.0b11, 60
100, 1.6, 5, false, undefined, undefined, 1, 0, 20, 19, 1, 19, blueBalloon.png, 116, , , , 004, 2018-11-05_17h57.32.942, bart, 3.0.0b11, 60
111, 1.75, 0, true, undefined, undefined, 1, 0, 20, 18, 1, 19, blueBalloon.png, 110, , , , 004, 2018-11-05_17h57.32.942, bart, 3.0.0b11, 60
85, 1.375, 4.25, false, undefined, undefined, 1, 0, 20, 16, 1, 19, blueBalloon.png, 98, , , , 004, 2018-11-05_17h57.32.942, bart, 3.0.0b11, 60
51, 0.85, 0, true, undefined, undefined, 1, 0, 20, 8, 1, 19, blueBalloon.png, 50, , , , 004, 2018-11-05_17h57.32.942, bart, 3.0.0b11, 60
75, 1.21, 0, true, undefined, undefined, 1, 0, 20, 12, 1, 19, blueBalloon.png, 74, , , , 004, 2018-11-05_17h57.32.942, bart, 3.0.0b11, 60
21, 0.4, 0, true, undefined, undefined, 1, 0, 20, 3, 1, 19, blueBalloon.png, 20, , , , 004, 2018-11-05_17h57.32.942, bart, 3.0.0b11, 60
87, 1.3900000000000001, 0, true, undefined, undefined, 1, 0, 20, 14, 1, 19, blueBalloon.png, 86, , , , 004, 2018-11-05_17h57.32.942, bart, 3.0.0b11, 60
