nPumps, size, earnings, popped, doneKey.keys, doneKey.rt, trials.thisRepN, trials.thisTrialN, trials.thisN, trials.thisIndex, trials.ran, trials.order, imageFile, maxPumps, participant, gender (m/f), age, session, date, expName, psychopyVersion, frameRate
5, 0.175, 0.25, false, undefined, undefined, 1, 0, 20, 5, 1, 19, blueBalloon.png, 32, 1, , , 004, 2018-11-20_16h52.44.294, bart, 3.0.0b11, 60
19, 0.385, 0.9500000000000001, false, undefined, undefined, 1, 0, 20, 9, 1, 19, blueBalloon.png, 56, 1, , , 004, 2018-11-20_16h52.44.294, bart, 3.0.0b11, 60
5, 0.175, 0.25, false, undefined, undefined, 1, 0, 20, 2, 1, 19, blueBalloon.png, 14, 1, , , 004, 2018-11-20_16h52.44.294, bart, 3.0.0b11, 60
3, 0.13, 0, true, undefined, undefined, 1, 0, 20, 0, 1, 19, blueBalloon.png, 2, 1, , , 004, 2018-11-20_16h52.44.294, bart, 3.0.0b11, 60
19, 0.385, 0.9500000000000001, false, undefined, undefined, 1, 0, 20, 15, 1, 19, blueBalloon.png, 92, 1, , , 004, 2018-11-20_16h52.44.294, bart, 3.0.0b11, 60
13, 0.29500000000000004, 0.65, false, undefined, undefined, 1, 0, 20, 10, 1, 19, blueBalloon.png, 62, 1, , , 004, 2018-11-20_16h52.44.294, bart, 3.0.0b11, 60
20, 0.4, 1, false, undefined, undefined, 1, 0, 20, 7, 1, 19, blueBalloon.png, 44, 1, , , 004, 2018-11-20_16h52.44.294, bart, 3.0.0b11, 60
20, 0.4, 1, false, undefined, undefined, 1, 0, 20, 13, 1, 19, blueBalloon.png, 80, 1, , , 004, 2018-11-20_16h52.44.294, bart, 3.0.0b11, 60
20, 0.4, 1, false, undefined, undefined, 1, 0, 20, 11, 1, 19, blueBalloon.png, 68, 1, , , 004, 2018-11-20_16h52.44.294, bart, 3.0.0b11, 60
60, 0.9999999999999999, 3, false, undefined, undefined, 1, 0, 20, 17, 1, 19, blueBalloon.png, 104, 1, , , 004, 2018-11-20_16h52.44.294, bart, 3.0.0b11, 60
9, 0.22, 0, true, undefined, undefined, 1, 0, 20, 1, 1, 19, blueBalloon.png, 8, 1, , , 004, 2018-11-20_16h52.44.294, bart, 3.0.0b11, 60
39, 0.6699999999999999, 0, true, undefined, undefined, 1, 0, 20, 6, 1, 19, blueBalloon.png, 38, 1, , , 004, 2018-11-20_16h52.44.294, bart, 3.0.0b11, 60
27, 0.49, 0, true, undefined, undefined, 1, 0, 20, 4, 1, 19, blueBalloon.png, 26, 1, , , 004, 2018-11-20_16h52.44.294, bart, 3.0.0b11, 60
37, 0.6549999999999999, 1.85, false, undefined, undefined, 1, 0, 20, 19, 1, 19, blueBalloon.png, 116, 1, , , 004, 2018-11-20_16h52.44.294, bart, 3.0.0b11, 60
37, 0.6549999999999999, 1.85, false, undefined, undefined, 1, 0, 20, 18, 1, 19, blueBalloon.png, 110, 1, , , 004, 2018-11-20_16h52.44.294, bart, 3.0.0b11, 60
39, 0.6849999999999999, 1.9500000000000002, false, undefined, undefined, 1, 0, 20, 16, 1, 19, blueBalloon.png, 98, 1, , , 004, 2018-11-20_16h52.44.294, bart, 3.0.0b11, 60
38, 0.6699999999999999, 1.9000000000000001, false, undefined, undefined, 1, 0, 20, 8, 1, 19, blueBalloon.png, 50, 1, , , 004, 2018-11-20_16h52.44.294, bart, 3.0.0b11, 60
38, 0.6699999999999999, 1.9000000000000001, false, undefined, undefined, 1, 0, 20, 12, 1, 19, blueBalloon.png, 74, 1, , , 004, 2018-11-20_16h52.44.294, bart, 3.0.0b11, 60
21, 0.4, 0, true, undefined, undefined, 1, 0, 20, 3, 1, 19, blueBalloon.png, 20, 1, , , 004, 2018-11-20_16h52.44.294, bart, 3.0.0b11, 60
38, 0.6699999999999999, 1.9000000000000001, false, undefined, undefined, 1, 0, 20, 14, 1, 19, blueBalloon.png, 86, 1, , , 004, 2018-11-20_16h52.44.294, bart, 3.0.0b11, 60
