nPumps,size,earnings,popped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,imageFile,maxPumps,participant,gender (m/f),age,session,date,expName,psychopyVersion,frameRate
21,0.415,1.05,FALSE,1,0,20,5,1,19,blueBalloon.png,32,rey,m,22,004,2020-07-29_16h53.20.812,bart,3.1.3,60
24,0.46,1.2,FALSE,1,0,20,9,1,19,blueBalloon.png,56,rey,m,22,004,2020-07-29_16h53.20.812,bart,3.1.3,60
