nPumps,size,earnings,popped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,imageFile,maxPumps,participant,gender (m/f),age,session,date,expName,psychopyVersion,frameRate
33,0.58,0,TRUE,1,0,20,5,1,19,blueBalloon.png,32,rwe,f,36,004,2020-09-25_10h53.33.544,bart,3.1.3,60
25,0.475,1.25,FALSE,1,0,20,9,1,19,blueBalloon.png,56,rwe,f,36,004,2020-09-25_10h53.33.544,bart,3.1.3,60
15,0.31,0,TRUE,1,0,20,2,1,19,blueBalloon.png,14,rwe,f,36,004,2020-09-25_10h53.33.544,bart,3.1.3,60
