nPumps,size,earnings,popped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,imageFile,maxPumps,participant,gender (m/f),age,session,date,expName,psychopyVersion,frameRate
23,0.445,1.15,FALSE,1,0,20,5,1,19,blueBalloon.png,32,,f,21,004,2020-07-04_18h10.17.813,bart,3.1.3,60
27,0.505,1.35,FALSE,1,0,20,9,1,19,blueBalloon.png,56,,f,21,004,2020-07-04_18h10.17.813,bart,3.1.3,60
15,0.31,0,TRUE,1,0,20,2,1,19,blueBalloon.png,14,,f,21,004,2020-07-04_18h10.17.813,bart,3.1.3,60
3,0.13,0,TRUE,1,0,20,0,1,19,blueBalloon.png,2,,f,21,004,2020-07-04_18h10.17.813,bart,3.1.3,60
24,0.46,1.2,FALSE,1,0,20,15,1,19,blueBalloon.png,92,,f,21,004,2020-07-04_18h10.17.813,bart,3.1.3,60
28,0.52,1.4,FALSE,1,0,20,10,1,19,blueBalloon.png,62,,f,21,004,2020-07-04_18h10.17.813,bart,3.1.3,60
27,0.505,1.35,FALSE,1,0,20,7,1,19,blueBalloon.png,44,,f,21,004,2020-07-04_18h10.17.813,bart,3.1.3,60
25,0.475,1.25,FALSE,1,0,20,13,1,19,blueBalloon.png,80,,f,21,004,2020-07-04_18h10.17.813,bart,3.1.3,60
32,0.58,1.6,FALSE,1,0,20,11,1,19,blueBalloon.png,68,,f,21,004,2020-07-04_18h10.17.813,bart,3.1.3,60
36,0.64,1.8,FALSE,1,0,20,17,1,19,blueBalloon.png,104,,f,21,004,2020-07-04_18h10.17.813,bart,3.1.3,60
9,0.22,0,TRUE,1,0,20,1,1,19,blueBalloon.png,8,,f,21,004,2020-07-04_18h10.17.813,bart,3.1.3,60
37,0.655,1.85,FALSE,1,0,20,6,1,19,blueBalloon.png,38,,f,21,004,2020-07-04_18h10.17.813,bart,3.1.3,60
27,0.49,0,TRUE,1,0,20,4,1,19,blueBalloon.png,26,,f,21,004,2020-07-04_18h10.17.813,bart,3.1.3,60
34,0.61,1.7,FALSE,1,0,20,19,1,19,blueBalloon.png,116,,f,21,004,2020-07-04_18h10.17.813,bart,3.1.3,60
37,0.655,1.85,FALSE,1,0,20,18,1,19,blueBalloon.png,110,,f,21,004,2020-07-04_18h10.17.813,bart,3.1.3,60
44,0.76,2.2,FALSE,1,0,20,16,1,19,blueBalloon.png,98,,f,21,004,2020-07-04_18h10.17.813,bart,3.1.3,60
45,0.775,2.25,FALSE,1,0,20,8,1,19,blueBalloon.png,50,,f,21,004,2020-07-04_18h10.17.813,bart,3.1.3,60
49,0.835,2.45,FALSE,1,0,20,12,1,19,blueBalloon.png,74,,f,21,004,2020-07-04_18h10.17.813,bart,3.1.3,60
21,0.4,0,TRUE,1,0,20,3,1,19,blueBalloon.png,20,,f,21,004,2020-07-04_18h10.17.813,bart,3.1.3,60
30,0.55,1.5,FALSE,1,0,20,14,1,19,blueBalloon.png,86,,f,21,004,2020-07-04_18h10.17.813,bart,3.1.3,60
