nPumps, size, earnings, popped, doneKey.keys, doneKey.rt, trials.thisRepN, trials.thisTrialN, trials.thisN, trials.thisIndex, trials.ran, trials.order, imageFile, maxPumps, participant, gender (m/f), age, session, date, expName, psychopyVersion, frameRate
15, 0.32499999999999996, 0.75, false, undefined, undefined, 1, 0, 20, 5, 1, 19, blueBalloon.png, 32, 276, f, 27, 004, 2018-12-12_11h03.43.415, bart, 3.0.0b11, 60
21, 0.41500000000000004, 1.05, false, undefined, undefined, 1, 0, 20, 9, 1, 19, blueBalloon.png, 56, 276, f, 27, 004, 2018-12-12_11h03.43.415, bart, 3.0.0b11, 60
15, 0.31, 0, true, undefined, undefined, 1, 0, 20, 2, 1, 19, blueBalloon.png, 14, 276, f, 27, 004, 2018-12-12_11h03.43.415, bart, 3.0.0b11, 60
3, 0.13, 0, true, undefined, undefined, 1, 0, 20, 0, 1, 19, blueBalloon.png, 2, 276, f, 27, 004, 2018-12-12_11h03.43.415, bart, 3.0.0b11, 60
18, 0.37, 0.9, false, undefined, undefined, 1, 0, 20, 15, 1, 19, blueBalloon.png, 92, 276, f, 27, 004, 2018-12-12_11h03.43.415, bart, 3.0.0b11, 60
21, 0.41500000000000004, 1.05, false, undefined, undefined, 1, 0, 20, 10, 1, 19, blueBalloon.png, 62, 276, f, 27, 004, 2018-12-12_11h03.43.415, bart, 3.0.0b11, 60
20, 0.4, 1, false, undefined, undefined, 1, 0, 20, 7, 1, 19, blueBalloon.png, 44, 276, f, 27, 004, 2018-12-12_11h03.43.415, bart, 3.0.0b11, 60
24, 0.45999999999999996, 1.2000000000000002, false, undefined, undefined, 1, 0, 20, 13, 1, 19, blueBalloon.png, 80, 276, f, 27, 004, 2018-12-12_11h03.43.415, bart, 3.0.0b11, 60
22, 0.42999999999999994, 1.1, false, undefined, undefined, 1, 0, 20, 11, 1, 19, blueBalloon.png, 68, 276, f, 27, 004, 2018-12-12_11h03.43.415, bart, 3.0.0b11, 60
26, 0.49, 1.3, false, undefined, undefined, 1, 0, 20, 17, 1, 19, blueBalloon.png, 104, 276, f, 27, 004, 2018-12-12_11h03.43.415, bart, 3.0.0b11, 60
9, 0.22, 0, true, undefined, undefined, 1, 0, 20, 1, 1, 19, blueBalloon.png, 8, 276, f, 27, 004, 2018-12-12_11h03.43.415, bart, 3.0.0b11, 60
10, 0.25, 0.5, false, undefined, undefined, 1, 0, 20, 6, 1, 19, blueBalloon.png, 38, 276, f, 27, 004, 2018-12-12_11h03.43.415, bart, 3.0.0b11, 60
13, 0.29500000000000004, 0.65, false, undefined, undefined, 1, 0, 20, 4, 1, 19, blueBalloon.png, 26, 276, f, 27, 004, 2018-12-12_11h03.43.415, bart, 3.0.0b11, 60
6, 0.19, 0.30000000000000004, false, undefined, undefined, 1, 0, 20, 19, 1, 19, blueBalloon.png, 116, 276, f, 27, 004, 2018-12-12_11h03.43.415, bart, 3.0.0b11, 60
8, 0.22, 0.4, false, undefined, undefined, 1, 0, 20, 18, 1, 19, blueBalloon.png, 110, 276, f, 27, 004, 2018-12-12_11h03.43.415, bart, 3.0.0b11, 60
4, 0.16, 0.2, false, undefined, undefined, 1, 0, 20, 16, 1, 19, blueBalloon.png, 98, 276, f, 27, 004, 2018-12-12_11h03.43.415, bart, 3.0.0b11, 60
7, 0.20500000000000002, 0.35000000000000003, false, undefined, undefined, 1, 0, 20, 8, 1, 19, blueBalloon.png, 50, 276, f, 27, 004, 2018-12-12_11h03.43.415, bart, 3.0.0b11, 60
12, 0.28, 0.6000000000000001, false, undefined, undefined, 1, 0, 20, 12, 1, 19, blueBalloon.png, 74, 276, f, 27, 004, 2018-12-12_11h03.43.415, bart, 3.0.0b11, 60
15, 0.32499999999999996, 0.75, false, undefined, undefined, 1, 0, 20, 3, 1, 19, blueBalloon.png, 20, 276, f, 27, 004, 2018-12-12_11h03.43.415, bart, 3.0.0b11, 60
17, 0.355, 0.8500000000000001, false, undefined, undefined, 1, 0, 20, 14, 1, 19, blueBalloon.png, 86, 276, f, 27, 004, 2018-12-12_11h03.43.415, bart, 3.0.0b11, 60
