nPumps,size,earnings,popped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,imageFile,maxPumps,participant,gender (m/f),age,session,date,expName,psychopyVersion,frameRate
14,0.31,0.7,FALSE,1,0,20,5,1,19,blueBalloon.png,32,1,m,27,1,2019-03-30_00h53.04.364,bart,3.0.3,60
57,0.94,0,TRUE,1,0,20,9,1,19,blueBalloon.png,56,1,m,27,1,2019-03-30_00h53.04.364,bart,3.0.3,60
15,0.31,0,TRUE,1,0,20,2,1,19,blueBalloon.png,14,1,m,27,1,2019-03-30_00h53.04.364,bart,3.0.3,60
3,0.13,0,TRUE,1,0,20,0,1,19,blueBalloon.png,2,1,m,27,1,2019-03-30_00h53.04.364,bart,3.0.3,60
49,0.835,2.45,FALSE,1,0,20,15,1,19,blueBalloon.png,92,1,m,27,1,2019-03-30_00h53.04.364,bart,3.0.3,60
36,0.64,1.8,FALSE,1,0,20,10,1,19,blueBalloon.png,62,1,m,27,1,2019-03-30_00h53.04.364,bart,3.0.3,60
45,0.76,0,TRUE,1,0,20,7,1,19,blueBalloon.png,44,1,m,27,1,2019-03-30_00h53.04.364,bart,3.0.3,60
81,1.3,0,TRUE,1,0,20,13,1,19,blueBalloon.png,80,1,m,27,1,2019-03-30_00h53.04.364,bart,3.0.3,60
68,1.12,3.4,FALSE,1,0,20,11,1,19,blueBalloon.png,68,1,m,27,1,2019-03-30_00h53.04.364,bart,3.0.3,60
75,1.225,3.75,FALSE,1,0,20,17,1,19,blueBalloon.png,104,1,m,27,1,2019-03-30_00h53.04.364,bart,3.0.3,60
9,0.22,0,TRUE,1,0,20,1,1,19,blueBalloon.png,8,1,m,27,1,2019-03-30_00h53.04.364,bart,3.0.3,60
39,0.67,0,TRUE,1,0,20,6,1,19,blueBalloon.png,38,1,m,27,1,2019-03-30_00h53.04.364,bart,3.0.3,60
27,0.49,0,TRUE,1,0,20,4,1,19,blueBalloon.png,26,1,m,27,1,2019-03-30_00h53.04.364,bart,3.0.3,60
53,0.895,2.65,FALSE,1,0,20,19,1,19,blueBalloon.png,116,1,m,27,1,2019-03-30_00h53.04.364,bart,3.0.3,60
68,1.12,3.4,FALSE,1,0,20,18,1,19,blueBalloon.png,110,1,m,27,1,2019-03-30_00h53.04.364,bart,3.0.3,60
68,1.12,3.4,FALSE,1,0,20,16,1,19,blueBalloon.png,98,1,m,27,1,2019-03-30_00h53.04.364,bart,3.0.3,60
51,0.85,0,TRUE,1,0,20,8,1,19,blueBalloon.png,50,1,m,27,1,2019-03-30_00h53.04.364,bart,3.0.3,60
75,1.21,0,TRUE,1,0,20,12,1,19,blueBalloon.png,74,1,m,27,1,2019-03-30_00h53.04.364,bart,3.0.3,60
21,0.4,0,TRUE,1,0,20,3,1,19,blueBalloon.png,20,1,m,27,1,2019-03-30_00h53.04.364,bart,3.0.3,60
81,1.315,4.05,FALSE,1,0,20,14,1,19,blueBalloon.png,86,1,m,27,1,2019-03-30_00h53.04.364,bart,3.0.3,60
