nPumps, size, earnings, popped, doneKey.keys, doneKey.rt, trials.thisRepN, trials.thisTrialN, trials.thisN, trials.thisIndex, trials.ran, trials.order, imageFile, maxPumps, participant, gender (m/f), age, session, date, expName, psychopyVersion, frameRate
25, 0.475, 1.25, false, undefined, undefined, 1, 0, 20, 5, 1, 19, blueBalloon.png, 32, 111, m, 23, 004, 2018-11-22_13h32.02.058, bart, 3.0.0b11, 60
31, 0.565, 1.55, false, undefined, undefined, 1, 0, 20, 9, 1, 19, blueBalloon.png, 56, 111, m, 23, 004, 2018-11-22_13h32.02.058, bart, 3.0.0b11, 60
15, 0.31, 0, true, undefined, undefined, 1, 0, 20, 2, 1, 19, blueBalloon.png, 14, 111, m, 23, 004, 2018-11-22_13h32.02.058, bart, 3.0.0b11, 60
3, 0.13, 0, true, undefined, undefined, 1, 0, 20, 0, 1, 19, blueBalloon.png, 2, 111, m, 23, 004, 2018-11-22_13h32.02.058, bart, 3.0.0b11, 60
40, 0.7, 2, false, undefined, undefined, 1, 0, 20, 15, 1, 19, blueBalloon.png, 92, 111, m, 23, 004, 2018-11-22_13h32.02.058, bart, 3.0.0b11, 60
42, 0.73, 2.1, false, undefined, undefined, 1, 0, 20, 10, 1, 19, blueBalloon.png, 62, 111, m, 23, 004, 2018-11-22_13h32.02.058, bart, 3.0.0b11, 60
0, 0.1, 0, false, undefined, undefined, 1, 0, 20, 7, 1, 19, blueBalloon.png, 44, 111, m, 23, 004, 2018-11-22_13h32.02.058, bart, 3.0.0b11, 60
26, 0.49, 1.3, false, undefined, undefined, 1, 0, 20, 13, 1, 19, blueBalloon.png, 80, 111, m, 23, 004, 2018-11-22_13h32.02.058, bart, 3.0.0b11, 60
3, 0.14500000000000002, 0.15000000000000002, false, undefined, undefined, 1, 0, 20, 11, 1, 19, blueBalloon.png, 68, 111, m, 23, 004, 2018-11-22_13h32.02.058, bart, 3.0.0b11, 60
3, 0.14500000000000002, 0.15000000000000002, false, undefined, undefined, 1, 0, 20, 17, 1, 19, blueBalloon.png, 104, 111, m, 23, 004, 2018-11-22_13h32.02.058, bart, 3.0.0b11, 60
4, 0.16, 0.2, false, undefined, undefined, 1, 0, 20, 1, 1, 19, blueBalloon.png, 8, 111, m, 23, 004, 2018-11-22_13h32.02.058, bart, 3.0.0b11, 60
7, 0.20500000000000002, 0.35000000000000003, false, undefined, undefined, 1, 0, 20, 6, 1, 19, blueBalloon.png, 38, 111, m, 23, 004, 2018-11-22_13h32.02.058, bart, 3.0.0b11, 60
5, 0.175, 0.25, false, undefined, undefined, 1, 0, 20, 4, 1, 19, blueBalloon.png, 26, 111, m, 23, 004, 2018-11-22_13h32.02.058, bart, 3.0.0b11, 60
3, 0.14500000000000002, 0.15000000000000002, false, undefined, undefined, 1, 0, 20, 19, 1, 19, blueBalloon.png, 116, 111, m, 23, 004, 2018-11-22_13h32.02.058, bart, 3.0.0b11, 60
3, 0.14500000000000002, 0.15000000000000002, false, undefined, undefined, 1, 0, 20, 18, 1, 19, blueBalloon.png, 110, 111, m, 23, 004, 2018-11-22_13h32.02.058, bart, 3.0.0b11, 60
2, 0.13, 0.1, false, undefined, undefined, 1, 0, 20, 16, 1, 19, blueBalloon.png, 98, 111, m, 23, 004, 2018-11-22_13h32.02.058, bart, 3.0.0b11, 60
2, 0.13, 0.1, false, undefined, undefined, 1, 0, 20, 8, 1, 19, blueBalloon.png, 50, 111, m, 23, 004, 2018-11-22_13h32.02.058, bart, 3.0.0b11, 60
2, 0.13, 0.1, false, undefined, undefined, 1, 0, 20, 12, 1, 19, blueBalloon.png, 74, 111, m, 23, 004, 2018-11-22_13h32.02.058, bart, 3.0.0b11, 60
2, 0.13, 0.1, false, undefined, undefined, 1, 0, 20, 3, 1, 19, blueBalloon.png, 20, 111, m, 23, 004, 2018-11-22_13h32.02.058, bart, 3.0.0b11, 60
2, 0.13, 0.1, false, undefined, undefined, 1, 0, 20, 14, 1, 19, blueBalloon.png, 86, 111, m, 23, 004, 2018-11-22_13h32.02.058, bart, 3.0.0b11, 60
