nPumps,size,earnings,popped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,imageFile,maxPumps,participant,gender (m/f),age,session,date,expName,psychopyVersion,frameRate
8,0.22,0.4,FALSE,1,0,20,5,1,19,blueBalloon.png,32,001,,,004,2019-06-13_19h41.15.446,bart,3.0.3,60
27,0.505,1.35,FALSE,1,0,20,9,1,19,blueBalloon.png,56,001,,,004,2019-06-13_19h41.15.446,bart,3.0.3,60
15,0.31,0,TRUE,1,0,20,2,1,19,blueBalloon.png,14,001,,,004,2019-06-13_19h41.15.446,bart,3.0.3,60
3,0.13,0,TRUE,1,0,20,0,1,19,blueBalloon.png,2,001,,,004,2019-06-13_19h41.15.446,bart,3.0.3,60
15,0.325,0.75,FALSE,1,0,20,15,1,19,blueBalloon.png,92,001,,,004,2019-06-13_19h41.15.446,bart,3.0.3,60
8,0.22,0.4,FALSE,1,0,20,10,1,19,blueBalloon.png,62,001,,,004,2019-06-13_19h41.15.446,bart,3.0.3,60
7,0.205,0.35,FALSE,1,0,20,7,1,19,blueBalloon.png,44,001,,,004,2019-06-13_19h41.15.446,bart,3.0.3,60
14,0.31,0.7,FALSE,1,0,20,13,1,19,blueBalloon.png,80,001,,,004,2019-06-13_19h41.15.446,bart,3.0.3,60
17,0.355,0.85,FALSE,1,0,20,11,1,19,blueBalloon.png,68,001,,,004,2019-06-13_19h41.15.446,bart,3.0.3,60
7,0.205,0.35,FALSE,1,0,20,17,1,19,blueBalloon.png,104,001,,,004,2019-06-13_19h41.15.446,bart,3.0.3,60
9,0.22,0,TRUE,1,0,20,1,1,19,blueBalloon.png,8,001,,,004,2019-06-13_19h41.15.446,bart,3.0.3,60
13,0.295,0.65,FALSE,1,0,20,6,1,19,blueBalloon.png,38,001,,,004,2019-06-13_19h41.15.446,bart,3.0.3,60
7,0.205,0.35,FALSE,1,0,20,4,1,19,blueBalloon.png,26,001,,,004,2019-06-13_19h41.15.446,bart,3.0.3,60
1,0.115,0.05,FALSE,1,0,20,19,1,19,blueBalloon.png,116,001,,,004,2019-06-13_19h41.15.446,bart,3.0.3,60
12,0.28,0.6,FALSE,1,0,20,18,1,19,blueBalloon.png,110,001,,,004,2019-06-13_19h41.15.446,bart,3.0.3,60
13,0.295,0.65,FALSE,1,0,20,16,1,19,blueBalloon.png,98,001,,,004,2019-06-13_19h41.15.446,bart,3.0.3,60
0,0.1,0,FALSE,1,0,20,8,1,19,blueBalloon.png,50,001,,,004,2019-06-13_19h41.15.446,bart,3.0.3,60
0,0.1,0,FALSE,1,0,20,12,1,19,blueBalloon.png,74,001,,,004,2019-06-13_19h41.15.446,bart,3.0.3,60
0,0.1,0,FALSE,1,0,20,3,1,19,blueBalloon.png,20,001,,,004,2019-06-13_19h41.15.446,bart,3.0.3,60
0,0.1,0,FALSE,1,0,20,14,1,19,blueBalloon.png,86,001,,,004,2019-06-13_19h41.15.446,bart,3.0.3,60
