nPumps,size,earnings,popped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,imageFile,maxPumps,participant,gender (m/f),age,session,date,expName,psychopyVersion,frameRate
10,0.25,0.5,FALSE,1,0,20,5,1,19,blueBalloon.png,32,,,,004,2019-03-01_14h47.29.319,bart,3.0.3,60
19,0.385,0.95,FALSE,1,0,20,9,1,19,blueBalloon.png,56,,,,004,2019-03-01_14h47.29.319,bart,3.0.3,60
15,0.31,0,TRUE,1,0,20,2,1,19,blueBalloon.png,14,,,,004,2019-03-01_14h47.29.319,bart,3.0.3,60
3,0.13,0,TRUE,1,0,20,0,1,19,blueBalloon.png,2,,,,004,2019-03-01_14h47.29.319,bart,3.0.3,60
12,0.28,0.6,FALSE,1,0,20,15,1,19,blueBalloon.png,92,,,,004,2019-03-01_14h47.29.319,bart,3.0.3,60
13,0.295,0.65,FALSE,1,0,20,10,1,19,blueBalloon.png,62,,,,004,2019-03-01_14h47.29.319,bart,3.0.3,60
31,0.565,1.55,FALSE,1,0,20,7,1,19,blueBalloon.png,44,,,,004,2019-03-01_14h47.29.319,bart,3.0.3,60
13,0.295,0.65,FALSE,1,0,20,13,1,19,blueBalloon.png,80,,,,004,2019-03-01_14h47.29.319,bart,3.0.3,60
17,0.355,0.85,FALSE,1,0,20,11,1,19,blueBalloon.png,68,,,,004,2019-03-01_14h47.29.319,bart,3.0.3,60
13,0.295,0.65,FALSE,1,0,20,17,1,19,blueBalloon.png,104,,,,004,2019-03-01_14h47.29.319,bart,3.0.3,60
9,0.22,0,TRUE,1,0,20,1,1,19,blueBalloon.png,8,,,,004,2019-03-01_14h47.29.319,bart,3.0.3,60
19,0.385,0.95,FALSE,1,0,20,6,1,19,blueBalloon.png,38,,,,004,2019-03-01_14h47.29.319,bart,3.0.3,60
27,0.49,0,TRUE,1,0,20,4,1,19,blueBalloon.png,26,,,,004,2019-03-01_14h47.29.319,bart,3.0.3,60
23,0.445,1.15,FALSE,1,0,20,19,1,19,blueBalloon.png,116,,,,004,2019-03-01_14h47.29.319,bart,3.0.3,60
14,0.31,0.7,FALSE,1,0,20,18,1,19,blueBalloon.png,110,,,,004,2019-03-01_14h47.29.319,bart,3.0.3,60
22,0.43,1.1,FALSE,1,0,20,16,1,19,blueBalloon.png,98,,,,004,2019-03-01_14h47.29.319,bart,3.0.3,60
21,0.415,1.05,FALSE,1,0,20,8,1,19,blueBalloon.png,50,,,,004,2019-03-01_14h47.29.319,bart,3.0.3,60
19,0.385,0.95,FALSE,1,0,20,12,1,19,blueBalloon.png,74,,,,004,2019-03-01_14h47.29.319,bart,3.0.3,60
21,0.4,0,TRUE,1,0,20,3,1,19,blueBalloon.png,20,,,,004,2019-03-01_14h47.29.319,bart,3.0.3,60
24,0.46,1.2,FALSE,1,0,20,14,1,19,blueBalloon.png,86,,,,004,2019-03-01_14h47.29.319,bart,3.0.3,60
