nPumps, size, earnings, popped, doneKey.keys, doneKey.rt, trials.thisRepN, trials.thisTrialN, trials.thisN, trials.thisIndex, trials.ran, trials.order, imageFile, maxPumps, participant, gender (m/f), age, session, date, expName, psychopyVersion, frameRate
20, 0.4, 1, false, undefined, undefined, 1, 0, 20, 5, 1, 19, blueBalloon.png, 32, 111, m, 12, 004, 2018-11-21_20h25.31.777, bart, 3.0.0b11, 60
57, 0.94, 0, true, undefined, undefined, 1, 0, 20, 9, 1, 19, blueBalloon.png, 56, 111, m, 12, 004, 2018-11-21_20h25.31.777, bart, 3.0.0b11, 60
15, 0.31, 0, true, undefined, undefined, 1, 0, 20, 2, 1, 19, blueBalloon.png, 14, 111, m, 12, 004, 2018-11-21_20h25.31.777, bart, 3.0.0b11, 60
3, 0.13, 0, true, undefined, undefined, 1, 0, 20, 0, 1, 19, blueBalloon.png, 2, 111, m, 12, 004, 2018-11-21_20h25.31.777, bart, 3.0.0b11, 60
23, 0.44499999999999995, 1.1500000000000001, false, undefined, undefined, 1, 0, 20, 15, 1, 19, blueBalloon.png, 92, 111, m, 12, 004, 2018-11-21_20h25.31.777, bart, 3.0.0b11, 60
21, 0.41500000000000004, 1.05, false, undefined, undefined, 1, 0, 20, 10, 1, 19, blueBalloon.png, 62, 111, m, 12, 004, 2018-11-21_20h25.31.777, bart, 3.0.0b11, 60
29, 0.535, 1.4500000000000002, false, undefined, undefined, 1, 0, 20, 7, 1, 19, blueBalloon.png, 44, 111, m, 12, 004, 2018-11-21_20h25.31.777, bart, 3.0.0b11, 60
30, 0.5499999999999999, 1.5, false, undefined, undefined, 1, 0, 20, 13, 1, 19, blueBalloon.png, 80, 111, m, 12, 004, 2018-11-21_20h25.31.777, bart, 3.0.0b11, 60
31, 0.565, 1.55, false, undefined, undefined, 1, 0, 20, 11, 1, 19, blueBalloon.png, 68, 111, m, 12, 004, 2018-11-21_20h25.31.777, bart, 3.0.0b11, 60
29, 0.535, 1.4500000000000002, false, undefined, undefined, 1, 0, 20, 17, 1, 19, blueBalloon.png, 104, 111, m, 12, 004, 2018-11-21_20h25.31.777, bart, 3.0.0b11, 60
9, 0.22, 0, true, undefined, undefined, 1, 0, 20, 1, 1, 19, blueBalloon.png, 8, 111, m, 12, 004, 2018-11-21_20h25.31.777, bart, 3.0.0b11, 60
21, 0.41500000000000004, 1.05, false, undefined, undefined, 1, 0, 20, 6, 1, 19, blueBalloon.png, 38, 111, m, 12, 004, 2018-11-21_20h25.31.777, bart, 3.0.0b11, 60
27, 0.49, 0, true, undefined, undefined, 1, 0, 20, 4, 1, 19, blueBalloon.png, 26, 111, m, 12, 004, 2018-11-21_20h25.31.777, bart, 3.0.0b11, 60
26, 0.49, 1.3, false, undefined, undefined, 1, 0, 20, 19, 1, 19, blueBalloon.png, 116, 111, m, 12, 004, 2018-11-21_20h25.31.777, bart, 3.0.0b11, 60
29, 0.535, 1.4500000000000002, false, undefined, undefined, 1, 0, 20, 18, 1, 19, blueBalloon.png, 110, 111, m, 12, 004, 2018-11-21_20h25.31.777, bart, 3.0.0b11, 60
30, 0.5499999999999999, 1.5, false, undefined, undefined, 1, 0, 20, 16, 1, 19, blueBalloon.png, 98, 111, m, 12, 004, 2018-11-21_20h25.31.777, bart, 3.0.0b11, 60
31, 0.565, 1.55, false, undefined, undefined, 1, 0, 20, 8, 1, 19, blueBalloon.png, 50, 111, m, 12, 004, 2018-11-21_20h25.31.777, bart, 3.0.0b11, 60
31, 0.565, 1.55, false, undefined, undefined, 1, 0, 20, 12, 1, 19, blueBalloon.png, 74, 111, m, 12, 004, 2018-11-21_20h25.31.777, bart, 3.0.0b11, 60
21, 0.4, 0, true, undefined, undefined, 1, 0, 20, 3, 1, 19, blueBalloon.png, 20, 111, m, 12, 004, 2018-11-21_20h25.31.777, bart, 3.0.0b11, 60
20, 0.4, 1, false, undefined, undefined, 1, 0, 20, 14, 1, 19, blueBalloon.png, 86, 111, m, 12, 004, 2018-11-21_20h25.31.777, bart, 3.0.0b11, 60
