nPumps,size,earnings,popped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,imageFile,maxPumps,participant,gender (m/f),age,session,date,expName,psychopyVersion,frameRate
7,0.205,0.35,FALSE,1,0,20,5,1,19,blueBalloon.png,32,999,f,29,004,2019-02-11_14h03.06.728,bart,3.0.3,60
10,0.25,0.5,FALSE,1,0,20,9,1,19,blueBalloon.png,56,999,f,29,004,2019-02-11_14h03.06.728,bart,3.0.3,60
14,0.31,0.7,FALSE,1,0,20,2,1,19,blueBalloon.png,14,999,f,29,004,2019-02-11_14h03.06.728,bart,3.0.3,60
3,0.13,0,TRUE,1,0,20,0,1,19,blueBalloon.png,2,999,f,29,004,2019-02-11_14h03.06.728,bart,3.0.3,60
12,0.28,0.6,FALSE,1,0,20,15,1,19,blueBalloon.png,92,999,f,29,004,2019-02-11_14h03.06.728,bart,3.0.3,60
12,0.28,0.6,FALSE,1,0,20,10,1,19,blueBalloon.png,62,999,f,29,004,2019-02-11_14h03.06.728,bart,3.0.3,60
14,0.31,0.7,FALSE,1,0,20,7,1,19,blueBalloon.png,44,999,f,29,004,2019-02-11_14h03.06.728,bart,3.0.3,60
12,0.28,0.6,FALSE,1,0,20,13,1,19,blueBalloon.png,80,999,f,29,004,2019-02-11_14h03.06.728,bart,3.0.3,60
8,0.22,0.4,FALSE,1,0,20,11,1,19,blueBalloon.png,68,999,f,29,004,2019-02-11_14h03.06.728,bart,3.0.3,60
12,0.28,0.6,FALSE,1,0,20,17,1,19,blueBalloon.png,104,999,f,29,004,2019-02-11_14h03.06.728,bart,3.0.3,60
9,0.22,0,TRUE,1,0,20,1,1,19,blueBalloon.png,8,999,f,29,004,2019-02-11_14h03.06.728,bart,3.0.3,60
12,0.28,0.6,FALSE,1,0,20,6,1,19,blueBalloon.png,38,999,f,29,004,2019-02-11_14h03.06.728,bart,3.0.3,60
13,0.295,0.65,FALSE,1,0,20,4,1,19,blueBalloon.png,26,999,f,29,004,2019-02-11_14h03.06.728,bart,3.0.3,60
12,0.28,0.6,FALSE,1,0,20,19,1,19,blueBalloon.png,116,999,f,29,004,2019-02-11_14h03.06.728,bart,3.0.3,60
12,0.28,0.6,FALSE,1,0,20,18,1,19,blueBalloon.png,110,999,f,29,004,2019-02-11_14h03.06.728,bart,3.0.3,60
17,0.355,0.85,FALSE,1,0,20,16,1,19,blueBalloon.png,98,999,f,29,004,2019-02-11_14h03.06.728,bart,3.0.3,60
17,0.355,0.85,FALSE,1,0,20,8,1,19,blueBalloon.png,50,999,f,29,004,2019-02-11_14h03.06.728,bart,3.0.3,60
17,0.355,0.85,FALSE,1,0,20,12,1,19,blueBalloon.png,74,999,f,29,004,2019-02-11_14h03.06.728,bart,3.0.3,60
17,0.355,0.85,FALSE,1,0,20,3,1,19,blueBalloon.png,20,999,f,29,004,2019-02-11_14h03.06.728,bart,3.0.3,60
16,0.34,0.8,FALSE,1,0,20,14,1,19,blueBalloon.png,86,999,f,29,004,2019-02-11_14h03.06.728,bart,3.0.3,60
