nPumps,size,earnings,popped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,imageFile,maxPumps,participant,gender (m/f),age,session,date,expName,psychopyVersion,frameRate
33,0.58,0,TRUE,1,0,20,5,1,19,blueBalloon.png,32,lkljh,w,,004,2020-08-24_18h39.19.611,bart,3.1.3,60
0,0.1,0,FALSE,1,0,20,9,1,19,blueBalloon.png,56,lkljh,w,,004,2020-08-24_18h39.19.611,bart,3.1.3,60
